PID,Product_ID,Vendor_ID,Product_Name,Product_Category,Launch_Date,License_Type,Base_Price,Currency,Product_Features,Version,Maturity,Support_Level,Documentation_Quality,API_Available,Integration_Complexity
PID-990E8E1B6AB9,P00178,V0034,Productivity Moment Pro,Productivity,2020-07-21,Per GB,647,USD,11,1.8.2,Stable,Enterprise,Good,False,Low
PID-989AE861C1D4,P00179,V0034,Operations Business Pro,Operations,2021-06-21,Per Transaction,567,USD,8,4.7.5,Legacy,Premium,Excellent,True,Low
PID-D7E08BC18DF4,P00180,V0034,Marketing Shake Premium,Marketing,2022-05-04,Per Transaction,712,USD,8,2.2.3,Stable,Premium,Excellent,False,High
PID-CD7933606F7D,P00181,V0034,HR Future Basic,HR,2024-07-03,Unlimited,368,USD,4,1.4.0,Beta,Premium,Excellent,True,Medium
PID-CADCC836B65A,P00182,V0035,Finance Page Enterprise,Finance,2024-05-24,Per GB,26,USD,7,2.4.4,Beta,Enterprise,Excellent,False,Low
PID-3CC9244FB934,P00183,V0035,Database Town Premium,Database,2020-04-11,Per User,747,USD,6,4.3.4,Legacy,Basic,Good,True,Low
PID-6634AFB99AF6,P00184,V0035,Security Final Enterprise,Security,2021-05-19,Per Device,811,USD,10,5.9.8,Beta,Basic,Good,False,Low
PID-57F8461E3E58,P00185,V0035,Security Space Basic,Security,2020-07-15,Unlimited,413,USD,15,2.5.5,Legacy,Basic,Poor,True,Medium
PID-E4ECF8751CBF,P00186,V0035,Operations Majority Basic,Operations,2022-09-08,Unlimited,972,USD,10,1.6.6,Stable,Enterprise,Excellent,False,Low
PID-29DAF17CABFF,P00187,V0035,Productivity View Basic,Productivity,2020-06-12,Per Hour,774,USD,12,1.6.7,Beta,Basic,Excellent,False,Low
PID-4F555DB9CAB1,P00188,V0035,Database Blood Enterprise,Database,2021-12-18,Per Device,290,USD,9,2.5.9,Beta,Premium,Good,False,Medium
PID-0C151E287863,P00189,V0035,HR Pm Pro,HR,2020-03-01,Per Transaction,659,USD,7,2.8.5,Stable,Premium,Excellent,False,High
PID-C02603C23714,P00190,V0035,Development Though Pro,Development,2020-01-16,Per User,145,USD,14,5.2.2,Beta,Enterprise,Excellent,True,Medium
PID-02E8B7BCFADE,P00191,V0035,Productivity Relate Premium,Productivity,2022-04-15,Per Hour,757,USD,9,1.2.6,Legacy,Enterprise,Excellent,True,High
PID-3D57E758ACD4,P00192,V0035,Development Move Pro,Development,2024-02-25,Per Device,679,USD,12,1.3.8,Legacy,Enterprise,Excellent,True,Low
PID-3EE2B10F9CFE,P00193,V0035,Marketing Difference Basic,Marketing,2022-02-05,Per Transaction,950,USD,10,5.1.8,Beta,Basic,Excellent,True,High
PID-6FC6979E76BB,P00194,V0036,Communication Choice Enterprise,Communication,2024-05-09,Per Transaction,227,USD,9,3.6.1,Stable,Enterprise,Excellent,False,High
PID-CD7D578977C2,P00195,V0036,Productivity Part Premium,Productivity,2021-09-28,Per Hour,965,USD,3,3.8.8,Legacy,Premium,Poor,True,High
PID-22F3EA74C240,P00196,V0036,Productivity Meet Premium,Productivity,2021-09-25,Unlimited,686,USD,11,4.5.6,Legacy,Enterprise,Poor,True,Low
PID-5796E2A52799,P00197,V0036,Marketing Sometimes Basic,Marketing,2021-08-02,Per Hour,749,USD,10,2.1.4,Beta,Premium,Excellent,True,High
PID-E2D002E62D41,P00198,V0036,Finance Body Basic,Finance,2023-03-05,Per User,658,USD,10,1.0.2,Beta,Enterprise,Poor,False,Medium
PID-1F85C900CB32,P00199,V0036,Development Send Premium,Development,2024-08-25,Unlimited,106,USD,13,1.0.7,Stable,Enterprise,Excellent,True,High
PID-F1DD62983465,P00200,V0036,HR Form Pro,HR,2020-09-28,Per GB,640,USD,15,2.9.7,Stable,Premium,Poor,True,Low
PID-A912BAA13E1E,P00201,V0036,Marketing Sure Pro,Marketing,2024-04-24,Per Transaction,148,USD,4,4.3.7,Beta,Premium,Poor,False,High
PID-F9FFE4A855EE,P00202,V0036,Communication Onto Pro,Communication,2022-01-30,Per User,233,USD,10,1.8.0,Beta,Basic,Excellent,False,High
PID-0BE69E517683,P00203,V0036,HR Know Pro,HR,2023-09-09,Unlimited,401,USD,15,2.3.3,Beta,Enterprise,Excellent,False,Medium
PID-98D2B9585878,P00204,V0037,Security Listen Premium,Security,2021-02-27,Per User,907,USD,15,3.1.4,Legacy,Basic,Excellent,True,Medium
PID-AF029B32D973,P00205,V0037,Analytics Both Premium,Analytics,2022-11-16,Per User,773,USD,4,1.7.3,Stable,Premium,Good,True,Low
PID-B164821FA087,P00206,V0037,Productivity Another Premium,Productivity,2023-10-02,Per Transaction,808,USD,10,5.9.8,Stable,Basic,Poor,False,Medium
PID-4F7D0F687F79,P00207,V0038,Analytics While Premium,Analytics,2024-05-17,Per Device,351,USD,13,5.1.1,Stable,Premium,Excellent,True,Low
PID-D589D9718AAB,P00208,V0038,Analytics Dinner Pro,Analytics,2022-06-13,Per Device,656,USD,5,5.7.2,Beta,Enterprise,Poor,False,High
PID-6816E1D7702A,P00209,V0038,Finance Cold Basic,Finance,2020-04-30,Per Device,293,USD,5,3.5.7,Beta,Enterprise,Poor,False,Low
PID-B8D9C9665736,P00210,V0039,Marketing Impact Basic,Marketing,2022-12-11,Per Device,929,USD,11,3.1.5,Legacy,Enterprise,Good,False,Medium
PID-84F4EEE98CA7,P00211,V0039,Finance Baby Enterprise,Finance,2023-12-09,Per Device,72,USD,4,5.3.3,Beta,Basic,Excellent,False,High
PID-3AF43A8060D5,P00212,V0039,Productivity Court Premium,Productivity,2020-06-30,Per User,295,USD,10,3.0.7,Beta,Premium,Poor,True,High
PID-5C2D893DF64F,P00213,V0039,Development Interesting Basic,Development,2024-06-25,Per Transaction,491,USD,5,3.5.7,Legacy,Basic,Poor,True,High
PID-805A4992B440,P00214,V0039,Database Business Pro,Database,2021-03-11,Per GB,109,USD,14,2.8.1,Stable,Premium,Excellent,True,Low
PID-A3384ED316B7,P00215,V0039,Communication Current Basic,Communication,2020-07-29,Per Device,707,USD,12,2.0.5,Stable,Enterprise,Poor,True,Low
PID-52CF5C920715,P00216,V0039,Development Table Premium,Development,2021-08-29,Unlimited,621,USD,3,1.1.9,Legacy,Enterprise,Poor,False,High
PID-6ACF0692AD6C,P00217,V0039,Development Every Pro,Development,2023-02-26,Per Transaction,888,USD,4,5.6.9,Legacy,Enterprise,Excellent,True,High
PID-0089234B800E,P00218,V0039,HR Animal Enterprise,HR,2020-06-01,Per Device,786,USD,8,5.1.1,Stable,Premium,Good,False,Medium
PID-F5FDDD0C7E88,P00219,V0039,Analytics Buy Premium,Analytics,2023-12-03,Unlimited,395,USD,7,5.8.8,Legacy,Basic,Excellent,False,Low
PID-3C01FE5DD331,P00220,V0040,Database Best Premium,Database,2021-01-26,Per Transaction,410,USD,8,2.8.2,Beta,Premium,Poor,True,Low
PID-809BAEDD3051,P00221,V0040,Marketing Lawyer Basic,Marketing,2024-02-03,Per User,320,USD,10,2.7.6,Beta,Enterprise,Poor,True,High
PID-06DB461292E5,P00222,V0040,Analytics Task Premium,Analytics,2024-06-15,Per Transaction,281,USD,13,1.9.6,Stable,Premium,Good,True,Low
PID-4DDA97434B79,P00223,V0040,Development Establish Pro,Development,2020-04-13,Per Transaction,327,USD,13,1.7.6,Legacy,Enterprise,Good,True,Low
PID-E199D95807B7,P00224,V0040,HR Military Basic,HR,2024-05-22,Per Device,756,USD,3,2.6.8,Legacy,Basic,Good,True,Medium
PID-36CE87504415,P00225,V0041,Finance Power Premium,Finance,2022-10-28,Unlimited,443,USD,8,1.2.6,Legacy,Enterprise,Excellent,True,High
PID-978E4519B261,P00226,V0041,Finance Democratic Basic,Finance,2023-03-25,Per Transaction,812,USD,5,2.7.9,Stable,Basic,Poor,False,Low
PID-F5FA2560BAD7,P00227,V0041,Operations Performance Basic,Operations,2022-10-22,Unlimited,245,USD,9,2.1.6,Stable,Premium,Excellent,True,High
PID-E66D3AC25FF8,P00228,V0041,Security Medical Enterprise,Security,2021-04-21,Per Transaction,979,USD,15,5.0.3,Stable,Basic,Excellent,False,Low
PID-F1C390AEABD0,P00229,V0041,HR Attention Enterprise,HR,2022-08-25,Unlimited,623,USD,11,1.0.6,Beta,Enterprise,Excellent,True,Medium
PID-CAFCA2E5277D,P00230,V0042,Database Five Premium,Database,2023-10-23,Per Transaction,517,USD,13,2.1.5,Stable,Enterprise,Good,True,Low
PID-B2291127B9B5,P00231,V0042,Analytics Away Basic,Analytics,2020-01-29,Per Device,634,USD,7,5.4.1,Stable,Enterprise,Poor,True,Low
PID-B11635CF9D57,P00232,V0042,Security Arm Premium,Security,2020-05-09,Per Device,717,USD,9,5.6.1,Stable,Enterprise,Poor,True,Low
PID-36EF0A307F8F,P00233,V0043,Security Because Enterprise,Security,2024-08-17,Per GB,482,USD,8,4.4.2,Stable,Enterprise,Good,True,Low
PID-4926A692F3D7,P00234,V0043,Marketing Stage Basic,Marketing,2022-04-07,Per User,840,USD,14,3.0.7,Legacy,Enterprise,Excellent,True,High
PID-F8E786285C33,P00235,V0044,Productivity Shoulder Enterprise,Productivity,2023-10-13,Unlimited,636,USD,7,5.5.7,Legacy,Enterprise,Poor,False,High
PID-1ACB1DE2BCC9,P00236,V0044,Communication Get Pro,Communication,2023-06-18,Per Device,909,USD,11,1.4.7,Beta,Enterprise,Poor,False,Medium
PID-01A76FEC301A,P00237,V0044,Analytics Beautiful Enterprise,Analytics,2024-05-16,Per GB,242,USD,9,3.5.1,Legacy,Enterprise,Excellent,True,High
PID-1683C56EDCEC,P00238,V0044,Operations Just Premium,Operations,2021-04-05,Per Hour,697,USD,9,5.9.8,Beta,Enterprise,Poor,False,Low
PID-AE040DED4B3C,P00239,V0044,HR Seven Basic,HR,2021-08-22,Per GB,108,USD,3,5.7.2,Stable,Premium,Good,False,Medium
PID-8710F32AD8DD,P00240,V0044,Marketing Stuff Enterprise,Marketing,2023-03-29,Per Transaction,43,USD,7,3.9.5,Stable,Basic,Good,True,Medium
PID-C83CB2316278,P00241,V0044,Finance And Basic,Finance,2022-05-16,Unlimited,357,USD,6,2.5.6,Stable,Basic,Poor,False,Medium
PID-A84C8DDFEADC,P00242,V0044,Analytics Although Premium,Analytics,2024-10-22,Per User,314,USD,9,2.4.8,Legacy,Basic,Good,True,Medium
PID-49F4001E9F75,P00243,V0044,Marketing Model Pro,Marketing,2022-02-02,Per User,495,USD,13,3.1.9,Legacy,Premium,Excellent,True,High
PID-E77B20A4E73E,P00244,V0044,Finance Any Enterprise,Finance,2022-07-27,Per Hour,586,USD,6,3.2.6,Stable,Premium,Good,False,Low
PID-9DF02FF2F3F2,P00245,V0044,Productivity Role Pro,Productivity,2022-05-08,Per User,767,USD,6,2.0.7,Legacy,Basic,Good,True,Low
PID-36CAF2F54816,P00246,V0044,Finance Eye Premium,Finance,2024-05-27,Per Hour,644,USD,11,4.9.4,Legacy,Basic,Excellent,False,Medium
PID-B81CBD8011B5,P00247,V0044,Development Sometimes Enterprise,Development,2022-03-22,Per User,628,USD,14,1.6.0,Stable,Premium,Good,True,Low
PID-5AF71D961F57,P00248,V0044,Analytics Do Premium,Analytics,2023-02-07,Per GB,493,USD,10,4.3.2,Stable,Basic,Poor,True,Medium
PID-739B331CA0ED,P00249,V0044,Marketing Security Enterprise,Marketing,2022-04-04,Per Device,126,USD,6,4.9.3,Stable,Basic,Excellent,True,Medium
PID-414350D05A39,P00250,V0044,Communication Fire Enterprise,Communication,2023-01-29,Per User,255,USD,4,2.9.6,Legacy,Basic,Poor,True,High
PID-2506FF73CC71,P00251,V0045,Security Professional Pro,Security,2022-11-20,Per Device,474,USD,4,5.3.4,Legacy,Basic,Poor,False,High
PID-67BA4FAB909B,P00252,V0045,Productivity Would Pro,Productivity,2023-09-30,Per GB,852,USD,6,2.4.8,Stable,Basic,Good,True,Low
PID-A8B0B0D55B45,P00253,V0045,Communication My Basic,Communication,2023-03-09,Per GB,982,USD,5,2.1.6,Legacy,Enterprise,Poor,True,High
PID-18B6C0971A07,P00254,V0046,Marketing According Premium,Marketing,2021-06-19,Unlimited,33,USD,15,1.8.2,Legacy,Basic,Poor,True,Low
PID-6985CF4C487F,P00255,V0046,Database Color Premium,Database,2022-01-18,Per Device,802,USD,8,1.7.0,Legacy,Basic,Good,False,Low
PID-DBC07805F1B8,P00256,V0046,Analytics Share Premium,Analytics,2021-05-10,Unlimited,138,USD,13,4.1.4,Stable,Enterprise,Good,False,Medium
PID-B52ABC1F9375,P00257,V0046,Analytics Explain Pro,Analytics,2020-08-17,Per Device,455,USD,5,1.6.2,Beta,Enterprise,Good,False,High
PID-5AEF6EF29A6A,P00258,V0046,Productivity Relate Basic,Productivity,2020-08-08,Per Device,626,USD,15,3.0.0,Stable,Premium,Poor,False,Low
PID-CA561A1E8932,P00259,V0046,Communication Less Premium,Communication,2021-09-17,Per Device,667,USD,8,3.8.1,Legacy,Enterprise,Excellent,False,Medium
PID-C18DF4CD9D18,P00260,V0046,Operations Cultural Premium,Operations,2020-03-26,Unlimited,237,USD,3,3.8.6,Beta,Premium,Good,False,Medium
PID-A48537EC6826,P00261,V0047,Communication Series Pro,Communication,2021-06-02,Per Hour,478,USD,5,4.9.6,Legacy,Premium,Excellent,False,Low
PID-ADBC01192425,P00262,V0047,Development But Enterprise,Development,2020-10-12,Unlimited,926,USD,5,3.5.9,Legacy,Enterprise,Good,True,Medium
PID-0C2FD224C7CA,P00263,V0047,Productivity Appear Basic,Productivity,2022-12-13,Unlimited,56,USD,13,5.5.4,Stable,Premium,Excellent,True,Medium
PID-DDFA276B16C5,P00264,V0048,Finance Investment Premium,Finance,2021-07-28,Per Transaction,599,USD,6,1.2.4,Legacy,Enterprise,Poor,False,Medium
PID-9A9484C2665C,P00265,V0048,Productivity Low Pro,Productivity,2024-09-29,Per Hour,775,USD,15,5.3.6,Legacy,Premium,Poor,False,Low
PID-6A96B6FD1CCE,P00266,V0048,Productivity Area Premium,Productivity,2020-03-20,Per Transaction,341,USD,11,3.5.5,Legacy,Basic,Poor,False,High
PID-2C2690557F25,P00267,V0048,HR Media Enterprise,HR,2021-06-21,Per Device,593,USD,5,4.8.7,Beta,Premium,Excellent,False,Low
PID-A1B47561F751,P00268,V0049,Operations Fall Basic,Operations,2022-01-02,Per Hour,654,USD,6,2.5.6,Legacy,Basic,Good,False,Low
PID-949E7CE1711B,P00269,V0049,Finance Economy Basic,Finance,2024-11-26,Per GB,302,USD,12,3.9.3,Beta,Basic,Excellent,True,Medium
PID-8155D2BF1A6D,P00270,V0050,Marketing Fill Pro,Marketing,2023-09-22,Per GB,220,USD,11,4.9.1,Beta,Basic,Good,False,Medium
PID-1D8094D390E5,P00271,V0050,Security Central Basic,Security,2024-03-18,Unlimited,883,USD,8,4.0.6,Beta,Enterprise,Poor,False,High
PID-F703378CFADF,P00272,V0050,Development Local Pro,Development,2020-10-19,Per GB,90,USD,14,2.8.9,Legacy,Premium,Excellent,True,Low
PID-B642FF1051BE,P00273,V0050,Security Effort Premium,Security,2023-02-16,Per GB,89,USD,13,2.1.2,Stable,Enterprise,Poor,False,High
PID-AD2CFE6BD5A0,P00274,V0050,Development Finally Enterprise,Development,2022-06-03,Per GB,642,USD,12,3.4.2,Beta,Enterprise,Excellent,True,High
