PID,Renewal_ID,License_ID,Customer_ID,Product_ID,Renewal_Date,Previous_Contract_Value,New_Contract_Value,Renewal_Type,Renewal_Duration,Discount_Applied,Renewal_Status,Negotiation_Days,Decision_Maker_Change,Competitive_Threat,Upsell_Opportunity,Cross_sell_Products
PID-A4562F2875CD,R001743,L001147,C00152,P00044,2025-05-09,12469,11346.79,Negotiated,365,4,Declined,1,True,False,False,2
PID-2C190FBDE056,R001744,L001148,C00152,P00042,2022-06-20,64662,62722.14,Automatic,730,24,Completed,14,True,True,False,0
PID-D8DD2AF52177,R001745,L001148,C00152,P00042,2023-06-20,64662,53022.84,Manual,1095,11,Declined,5,True,True,True,0
PID-EA49DFC3EB5B,R001746,L001149,C00152,P00039,2021-10-02,6510,5208.0,Automatic,365,0,Completed,15,False,False,True,3
PID-9BDCF87C1A38,R001747,L001149,C00152,P00039,2022-10-02,6510,6965.7,Automatic,365,5,Declined,29,False,False,True,2
PID-2D4D1E0F3C77,R001748,L001150,C00152,P00268,2021-12-28,94830,94830.0,Automatic,1095,9,Declined,0,True,True,False,3
PID-7A64388CEF7A,R001749,L001150,C00152,P00268,2022-12-28,94830,110951.1,Automatic,1095,24,Pending,26,False,False,True,2
PID-ABD9E3962345,R001750,L001150,C00152,P00268,2023-12-28,94830,105261.3,Negotiated,365,11,Completed,9,False,True,True,0
PID-0F8CE1DC6DC8,R001751,L001151,C00152,P00191,2021-01-21,71915,84859.7,Negotiated,1095,15,Declined,2,False,False,True,3
PID-896D1A4D4051,R001752,L001151,C00152,P00191,2021-02-20,71915,66161.8,Automatic,1095,24,Declined,8,False,False,False,2
PID-E2FBB309A1AC,R001753,L001153,C00152,P00229,2021-03-17,113386,106582.84,Automatic,365,25,Pending,7,False,True,False,0
PID-51A31DE3543B,R001754,L001154,C00152,P00227,2022-12-01,32585,37146.9,Manual,730,16,Completed,16,False,False,False,3
PID-2DC0EB8310EC,R001755,L001154,C00152,P00227,2023-12-01,32585,33236.7,Automatic,730,0,Pending,16,False,True,False,2
PID-33C79EE3E891,R001756,L001154,C00152,P00227,2024-11-30,32585,38124.45,Automatic,1095,21,Pending,14,False,True,True,0
PID-E0FDD0FA43C9,R001757,L001155,C00152,P00226,2021-10-22,173768,172030.32,Negotiated,1095,18,Declined,29,True,True,True,1
PID-6DACBA17EF57,R001758,L001158,C00153,P00119,2025-10-15,128733,142893.63,Automatic,730,15,Completed,3,True,False,True,1
PID-44A74D185D36,R001759,L001158,C00153,P00119,2026-10-15,128733,148042.95,Negotiated,730,9,Declined,0,True,False,False,0
PID-0AEB8C13E53E,R001760,L001159,C00154,P00097,2022-09-28,26112,30289.92,Manual,1095,23,Declined,14,True,True,False,2
PID-AC5E2F0B6F6B,R001761,L001159,C00154,P00097,2024-09-27,26112,22195.2,Manual,1095,20,Completed,11,True,False,True,0
PID-80B9CAF43CD2,R001762,L001160,C00154,P00220,2025-01-16,12300,14514.0,Manual,1095,18,Declined,23,False,False,True,2
PID-A8D49F4CB8AB,R001763,L001160,C00154,P00220,2026-01-16,12300,11439.0,Automatic,365,20,Pending,19,False,False,False,2
PID-5C3DF39C3470,R001764,L001160,C00154,P00220,2027-01-16,12300,10947.0,Manual,730,3,Declined,28,False,True,True,3
PID-E1CB12010308,R001765,L001161,C00155,P00066,2027-08-06,171948,201179.16,Automatic,365,13,Pending,23,False,True,False,3
PID-48D98D90F6D9,R001766,L001161,C00155,P00066,2030-08-05,171948,178825.92,Automatic,730,7,Pending,1,False,True,True,3
PID-E51B7195CEF7,R001767,L001162,C00155,P00071,2022-06-29,60379,62190.37,Negotiated,1095,9,Declined,18,False,True,False,3
PID-E108CA61BB79,R001768,L001162,C00155,P00071,2023-06-29,60379,53737.31,Negotiated,365,1,Completed,8,True,True,False,0
PID-5B429B2EE96D,R001769,L001165,C00155,P00228,2023-09-22,23496,19736.64,Manual,1095,20,Completed,9,False,True,True,2
PID-016D9ECE47EC,R001770,L001165,C00155,P00228,2023-12-21,23496,27255.36,Manual,365,25,Completed,1,False,False,True,0
PID-CC5B31BBF978,R001771,L001166,C00155,P00116,2024-04-06,39738,45698.7,Automatic,365,23,Pending,0,False,True,True,2
PID-5771669FF6E5,R001772,L001168,C00155,P00125,2023-05-10,14006,11905.1,Manual,365,15,Declined,6,False,True,True,3
PID-FDABC076E07A,R001773,L001169,C00155,P00263,2023-08-29,13944,16732.8,Manual,730,4,Completed,30,True,False,False,3
PID-DB15660756F8,R001774,L001172,C00156,P00261,2025-01-21,82694,91790.34,Manual,365,3,Declined,24,True,False,False,3
PID-65F158E3CC0E,R001775,L001172,C00156,P00261,2028-01-21,82694,83520.94,Negotiated,730,5,Completed,8,False,True,True,3
PID-2360490EBA77,R001776,L001172,C00156,P00261,2031-01-20,82694,79386.24,Automatic,730,12,Completed,18,True,True,False,3
PID-3D6E89EC4F6E,R001777,L001173,C00156,P00265,2021-10-20,23250,27202.5,Negotiated,730,0,Declined,22,False,False,True,3
PID-61327AB2D45C,R001778,L001173,C00156,P00265,2022-10-20,23250,19297.5,Negotiated,730,14,Completed,15,False,False,True,1
PID-17C13AC2DA0D,R001779,L001173,C00156,P00265,2023-10-20,23250,21157.5,Automatic,730,18,Pending,15,False,True,False,3
PID-E620C78A6469,R001780,L001174,C00156,P00218,2025-03-21,308898,259474.32,Negotiated,1095,7,Declined,18,True,True,True,3
PID-607FC3119341,R001781,L001175,C00156,P00212,2025-02-03,32155,28939.5,Manual,1095,21,Pending,23,False,True,True,3
PID-900DA058D7EF,R001782,L001175,C00156,P00212,2025-05-04,32155,36013.6,Automatic,1095,10,Declined,19,False,False,True,3
PID-7A53725AAC65,R001783,L001175,C00156,P00212,2025-08-02,32155,38586.0,Manual,365,9,Completed,10,False,False,False,1
PID-17046C98B4DB,R001784,L001178,C00157,P00219,2021-07-12,89270,102660.5,Manual,730,18,Declined,13,False,False,True,3
PID-39486725441F,R001785,L001178,C00157,P00219,2022-07-12,89270,95518.9,Negotiated,365,25,Completed,7,True,False,True,0
PID-873FC0024765,R001786,L001178,C00157,P00219,2023-07-12,89270,103553.2,Automatic,1095,8,Completed,25,False,True,True,2
PID-D185A1C2CC40,R001787,L001182,C00158,P00027,2024-05-22,50706,45635.4,Manual,730,19,Pending,0,True,False,True,3
PID-66A11F5D81DB,R001788,L001182,C00158,P00027,2024-08-20,50706,60847.2,Negotiated,1095,25,Pending,3,False,False,False,2
PID-4D7A52AB3731,R001789,L001182,C00158,P00027,2024-11-18,50706,44621.28,Negotiated,365,14,Pending,11,False,False,False,0
PID-E6FF4897E2C3,R001790,L001183,C00158,P00129,2021-11-12,190437,165680.19,Manual,365,3,Declined,26,False,False,False,3
PID-36721BF1D9F0,R001791,L001183,C00158,P00129,2022-11-12,190437,205671.96,Negotiated,730,19,Completed,23,False,False,True,2
PID-11152BC8689B,R001792,L001185,C00158,P00127,2024-12-25,7608,6542.88,Manual,1095,6,Pending,17,False,True,True,3
PID-56CE33A87FDA,R001793,L001185,C00158,P00127,2025-12-25,7608,7227.6,Automatic,1095,22,Completed,10,True,False,True,3
PID-40332C60461A,R001794,L001185,C00158,P00127,2026-12-25,7608,6390.72,Negotiated,365,3,Completed,23,False,False,True,2
PID-1DBAB6333273,R001795,L001187,C00158,P00254,2025-08-26,2640,2877.6,Automatic,730,13,Declined,22,True,False,False,0
PID-B25F58A1A81D,R001796,L001188,C00158,P00260,2022-01-08,79869,90251.97,Negotiated,730,25,Declined,2,True,False,False,0
PID-1A83B2FECA5D,R001797,L001188,C00158,P00260,2023-01-08,79869,91050.66,Manual,730,0,Declined,21,False,False,False,1
PID-85A0A885A9B0,R001798,L001189,C00158,P00144,2024-01-21,25456,22401.28,Manual,730,8,Completed,20,False,True,False,1
PID-1D4B046122D8,R001799,L001189,C00158,P00144,2025-01-20,25456,21637.6,Manual,730,21,Pending,4,False,False,True,1
PID-397B825A9411,R001800,L001189,C00158,P00144,2026-01-20,25456,22910.4,Negotiated,730,12,Completed,13,False,False,False,1
PID-6CFC43639093,R001801,L001190,C00158,P00142,2021-10-05,47495,42270.55,Negotiated,365,23,Completed,29,True,True,False,2
PID-310714FCDD71,R001802,L001190,C00158,P00142,2022-10-05,47495,42745.5,Negotiated,1095,16,Completed,3,True,True,False,1
PID-907FE6C0D17C,R001803,L001190,C00158,P00142,2023-10-05,47495,42270.55,Manual,365,15,Completed,12,False,True,False,0
PID-1EE813B2FFC1,R001804,L001191,C00158,P00143,2021-05-15,11394,10140.66,Automatic,365,14,Completed,4,False,False,True,0
PID-54611C100D36,R001805,L001191,C00158,P00143,2021-06-14,11394,12875.22,Automatic,1095,11,Declined,20,True,True,False,1
PID-74E63682E8D1,R001806,L001191,C00158,P00143,2021-07-14,11394,10368.54,Negotiated,1095,18,Pending,19,True,False,False,1
PID-5D62EE109F9C,R001807,L001193,C00158,P00116,2022-06-20,46842,52931.46,Automatic,730,7,Completed,5,True,False,True,1
PID-A4C13CEF7A17,R001808,L001193,C00158,P00116,2023-06-20,46842,42157.8,Manual,730,16,Declined,6,False,True,False,0
PID-C31D53B880C4,R001809,L001194,C00158,P00206,2023-10-30,293304,243442.32,Manual,1095,10,Pending,13,True,True,True,0
PID-5A3178D12D79,R001810,L001194,C00158,P00206,2025-10-29,293304,240509.28,Automatic,365,3,Completed,3,False,False,False,1
PID-C2D5096184D9,R001811,L001195,C00158,P00204,2021-08-09,184121,160185.27,Automatic,730,5,Completed,29,True,True,False,0
PID-DE27F492847B,R001812,L001196,C00158,P00053,2021-10-13,78731,72432.52,Manual,1095,14,Pending,19,True,False,True,0
PID-CEC2F43DCE18,R001813,L001196,C00158,P00053,2022-10-13,78731,91327.96,Automatic,365,22,Completed,14,False,False,False,1
PID-D2797B0D08CB,R001814,L001197,C00158,P00146,2024-10-09,121347,114066.18,Negotiated,730,14,Declined,22,False,True,True,0
PID-3D70E13C4F7D,R001815,L001198,C00158,P00247,2024-08-20,33912,33912.0,Automatic,730,17,Declined,20,True,False,True,0
PID-B030C2A68027,R001816,L001199,C00158,P00244,2023-11-16,586,632.88,Manual,730,21,Declined,18,True,False,False,2
PID-7C79EA47114D,R001817,L001200,C00158,P00245,2021-11-02,176410,158769.0,Negotiated,365,16,Pending,11,False,True,True,3
PID-9E811698689A,R001818,L001202,C00159,P00199,2023-01-22,28196,22556.8,Automatic,1095,18,Declined,28,False,False,True,2
PID-E1082F5C809D,R001819,L001202,C00159,P00199,2024-01-22,28196,29887.76,Negotiated,365,15,Completed,6,False,True,False,0
PID-AB129F9A1CCA,R001820,L001202,C00159,P00199,2025-01-21,28196,23120.72,Manual,730,7,Pending,28,True,True,True,2
PID-47137EF6CFCB,R001821,L001203,C00159,P00197,2025-12-18,170772,160525.68,Negotiated,730,22,Pending,22,False,True,False,3
PID-2141E27626A1,R001822,L001203,C00159,P00197,2026-12-18,170772,170772.0,Manual,1095,0,Completed,5,False,False,False,2
PID-D489BF6194BF,R001823,L001203,C00159,P00197,2027-12-18,170772,153694.8,Automatic,730,5,Pending,14,False,False,True,0
PID-02421F2F87CF,R001824,L001205,C00160,P00231,2027-04-22,161036,186801.76,Automatic,1095,9,Pending,5,True,False,False,0
PID-2FD0F5E16748,R001825,L001205,C00160,P00231,2030-04-21,161036,154594.56,Manual,1095,17,Completed,21,False,False,False,0
PID-4ED6369EE82A,R001826,L001206,C00160,P00230,2020-03-23,31020,36913.8,Negotiated,730,13,Pending,9,True,True,True,1
PID-4A24B1798569,R001827,L001206,C00160,P00230,2020-04-22,31020,26677.2,Negotiated,365,21,Completed,28,False,True,False,1
PID-2A06E645BA6D,R001828,L001207,C00160,P00229,2022-01-18,159488,141944.32,Automatic,365,9,Pending,27,False,True,True,3
PID-03D1ED2A85DE,R001829,L001207,C00160,P00229,2023-01-18,159488,140349.44,Automatic,365,2,Declined,27,False,True,True,0
PID-65A3526CFB19,R001830,L001208,C00160,P00228,2022-08-12,148808,153272.24,Negotiated,365,15,Completed,14,False,False,True,0
PID-FC6EEF670392,R001831,L001208,C00160,P00228,2024-08-11,148808,169641.12,Automatic,1095,11,Declined,23,False,False,True,0
PID-198A00103D9C,R001832,L001209,C00160,P00225,2023-05-10,81955,67203.1,Negotiated,730,10,Completed,0,False,False,True,3
PID-955D07C341AE,R001833,L001210,C00161,P00148,2023-07-27,232438,209194.2,Negotiated,730,3,Declined,18,True,False,True,1
PID-AA6216B09473,R001834,L001210,C00161,P00148,2023-10-25,232438,225464.86,Automatic,365,2,Pending,18,False,True,True,3
PID-EC82AA607E52,R001835,L001210,C00161,P00148,2024-01-23,232438,258006.18,Automatic,1095,10,Completed,28,False,True,False,1
PID-FEC33F126FD2,R001836,L001211,C00161,P00145,2025-09-28,31372,28548.52,Negotiated,365,7,Completed,11,True,True,False,2
PID-9A42405480E5,R001837,L001213,C00161,P00089,2024-03-17,128975,130264.75,Manual,730,13,Declined,0,False,False,True,2
PID-F95EA6855887,R001838,L001214,C00161,P00088,2022-10-02,49714,54685.4,Manual,730,10,Completed,0,False,False,True,1
PID-FDF7F97618E2,R001839,L001214,C00161,P00088,2022-12-31,49714,57668.24,Negotiated,730,25,Pending,1,False,False,False,1
PID-326C3DF6668B,R001840,L001215,C00161,P00010,2021-11-14,22250,23585.0,Automatic,1095,0,Completed,29,False,True,True,1
PID-E4A692396888,R001841,L001215,C00161,P00010,2022-11-14,22250,23807.5,Manual,1095,5,Declined,24,False,True,False,1
PID-58883E640D60,R001842,L001215,C00161,P00010,2023-11-14,22250,24697.5,Automatic,1095,25,Completed,11,True,False,False,1
PID-13E41F9C4EA6,R001843,L001216,C00161,P00056,2025-10-05,8832,7242.24,Automatic,1095,17,Pending,5,True,True,True,3
PID-60E443A59C77,R001844,L001216,C00161,P00056,2026-10-05,8832,8832.0,Negotiated,365,11,Declined,28,True,True,True,3
PID-DE1D6EE61274,R001845,L001218,C00161,P00059,2022-10-03,36840,36840.0,Automatic,365,8,Declined,11,True,True,True,1
PID-BA16E24E7D6D,R001846,L001218,C00161,P00059,2022-11-02,36840,37576.8,Negotiated,365,21,Completed,13,True,False,True,2
PID-CF134E2458C1,R001847,L001219,C00161,P00233,2022-03-23,94954,94954.0,Manual,730,15,Pending,9,True,True,True,1
PID-02D1BBE5EF69,R001848,L001219,C00161,P00233,2022-06-21,94954,96853.08,Negotiated,730,7,Pending,8,True,False,False,0
PID-C159FA0828E4,R001849,L001219,C00161,P00233,2022-09-19,94954,91155.84,Automatic,365,6,Pending,27,True,True,True,2
PID-20B1FE6A7AAC,R001850,L001220,C00162,P00008,2024-03-14,130464,127854.72,Negotiated,1095,3,Completed,5,True,False,False,3
PID-8A8C2E1FE101,R001851,L001220,C00162,P00008,2025-03-14,130464,118722.24,Negotiated,365,6,Completed,21,False,True,True,0
PID-5EAA433D64FB,R001852,L001221,C00162,P00014,2023-07-19,27426,29894.34,Automatic,365,21,Completed,5,True,False,False,3
PID-7AFA6DDB0F68,R001853,L001221,C00162,P00014,2024-07-18,27426,29071.56,Automatic,365,10,Completed,6,True,False,False,2
PID-D29878E5B6C7,R001854,L001222,C00162,P00004,2021-02-07,168182,195091.12,Automatic,730,24,Pending,1,True,False,False,3
PID-A0AA319A95E8,R001855,L001223,C00162,P00123,2023-07-08,5248,6297.6,Automatic,1095,9,Declined,29,False,False,False,1
PID-EBBF85B63295,R001856,L001224,C00162,P00202,2022-03-20,39843,39046.14,Negotiated,730,20,Declined,11,False,False,False,3
PID-F65A173627F8,R001857,L001226,C00163,P00044,2023-11-10,68748,60498.24,Manual,1095,3,Pending,3,False,False,True,3
PID-F1CF61AAADF9,R001858,L001226,C00163,P00044,2023-12-10,68748,65998.08,Automatic,365,11,Completed,13,False,False,False,2
PID-BF22B338506D,R001859,L001227,C00163,P00271,2027-04-28,21192,18860.88,Negotiated,730,20,Completed,1,False,False,True,3
PID-C158509D1FB0,R001860,L001227,C00163,P00271,2030-04-27,21192,18648.96,Negotiated,1095,15,Pending,0,False,False,False,3
PID-7178B9F2EFA4,R001861,L001229,C00163,P00274,2023-12-03,142524,141098.76,Manual,1095,22,Declined,16,False,False,True,1
PID-33C3A404E89D,R001862,L001229,C00163,P00274,2024-12-02,142524,142524.0,Manual,365,5,Completed,22,False,False,False,1
PID-0AA4A68C4682,R001863,L001230,C00163,P00023,2022-10-22,205620,201507.6,Automatic,365,6,Declined,9,True,True,True,2
PID-CF7F63AE2FA8,R001864,L001230,C00163,P00023,2023-01-20,205620,170664.6,Negotiated,730,20,Declined,0,False,False,False,1
PID-8CBFF72042D0,R001865,L001231,C00163,P00022,2023-05-12,66375,53100.0,Automatic,365,5,Completed,25,False,True,True,1
PID-E61AF846F309,R001866,L001231,C00163,P00022,2025-05-11,66375,71021.25,Negotiated,1095,22,Declined,24,True,True,False,0
PID-8BB9D92430F5,R001867,L001232,C00163,P00122,2021-02-23,95676,79411.08,Automatic,1095,2,Pending,25,False,False,True,3
PID-1B15F9C5402D,R001868,L001233,C00163,P00124,2022-04-12,41514,48156.24,Automatic,365,6,Completed,21,True,False,True,2
PID-CCDEF1108F8E,R001869,L001234,C00163,P00011,2024-03-07,229017,190084.11,Manual,365,4,Completed,19,False,False,True,2
PID-9D2478DEFE1A,R001870,L001234,C00163,P00011,2026-03-07,229017,206115.3,Negotiated,730,13,Pending,24,True,True,True,1
PID-483976B57FBF,R001871,L001235,C00163,P00003,2020-07-18,30595,26617.65,Negotiated,365,16,Declined,26,True,False,True,1
PID-E6C439A70063,R001872,L001235,C00163,P00003,2020-10-16,30595,32124.75,Manual,730,19,Completed,16,True,False,False,0
PID-93CCE5BA2601,R001873,L001236,C00163,P00230,2022-09-01,116842,137873.56,Manual,730,24,Completed,14,True,True,True,0
PID-A8FE6A50E720,R001874,L001238,C00163,P00204,2022-10-21,99770,114735.5,Manual,365,19,Declined,10,True,True,False,1
PID-25E5EA9C5676,R001875,L001238,C00163,P00204,2023-10-21,99770,85802.2,Negotiated,1095,3,Completed,8,True,False,False,3
PID-D830E93F8EF5,R001876,L001241,C00163,P00269,2022-03-14,40468,48156.92,Negotiated,730,1,Completed,26,False,False,False,3
PID-8D20772AAFBC,R001877,L001241,C00163,P00269,2023-03-14,40468,32374.4,Automatic,365,1,Completed,20,True,True,True,0
PID-05D872086AC0,R001878,L001241,C00163,P00269,2024-03-13,40468,33993.12,Automatic,365,10,Declined,10,False,True,True,0
PID-689C4F6AB4FC,R001879,L001242,C00164,P00121,2026-02-22,65494,74663.16,Manual,1095,11,Pending,21,True,False,False,0
PID-147FFC999C58,R001880,L001245,C00164,P00191,2024-12-16,153671,178258.36,Negotiated,1095,21,Completed,4,True,False,False,1
PID-6ABB73B4B9B1,R001881,L001246,C00164,P00018,2024-07-01,84456,83611.44,Automatic,1095,7,Pending,6,True,False,False,2
PID-C68E2CE0AA03,R001882,L001247,C00164,P00017,2025-04-11,52260,54873.0,Automatic,365,6,Pending,5,True,True,False,3
PID-9A59EB2F4F82,R001883,L001247,C00164,P00017,2028-04-10,52260,59053.8,Negotiated,365,5,Declined,24,False,True,True,2
PID-66E7CEE3B41E,R001884,L001248,C00164,P00020,2025-03-11,40590,45866.7,Negotiated,1095,20,Completed,17,False,True,False,3
PID-544D7BB870A1,R001885,L001248,C00164,P00020,2026-03-11,40590,42619.5,Negotiated,1095,1,Declined,9,False,False,False,2
PID-D987F04E7657,R001886,L001250,C00165,P00071,2023-08-16,90319,75867.96,Manual,1095,22,Declined,19,True,False,True,2
PID-C680CDA12CD9,R001887,L001250,C00165,P00071,2024-08-15,90319,89415.81,Negotiated,1095,12,Pending,8,False,True,True,2
PID-D54F419443A3,R001888,L001251,C00165,P00066,2022-06-17,137172,111109.32,Negotiated,1095,12,Pending,23,True,False,False,3
PID-A0683232A383,R001889,L001251,C00165,P00066,2022-07-17,137172,142658.88,Automatic,1095,19,Declined,27,False,False,True,1
PID-9F2B93A410ED,R001890,L001251,C00165,P00066,2022-08-16,137172,159119.52,Negotiated,730,23,Completed,30,True,False,True,0
PID-678AF0B39FF7,R001891,L001252,C00165,P00023,2021-06-20,178800,198468.0,Manual,730,20,Completed,5,False,False,True,0
PID-493AFFA6EF7C,R001892,L001253,C00165,P00196,2023-03-29,155722,177523.08,Automatic,365,17,Declined,0,True,True,True,3
PID-75FAC2BA3064,R001893,L001254,C00165,P00198,2021-01-03,91462,102437.44,Manual,365,20,Declined,7,False,False,True,0
PID-90107C6CF938,R001894,L001254,C00165,P00198,2022-01-03,91462,80486.56,Manual,730,9,Declined,21,False,True,True,2
PID-6379B14DBE9C,R001895,L001254,C00165,P00198,2023-01-03,91462,107925.16,Manual,365,20,Declined,12,False,False,False,2
PID-F02723348F89,R001896,L001255,C00165,P00199,2025-03-01,13462,15615.92,Automatic,1095,7,Declined,9,True,False,True,0
PID-05F20D71B170,R001897,L001255,C00165,P00199,2027-03-01,13462,14942.82,Manual,730,6,Pending,17,False,True,True,1
PID-34994816505B,R001898,L001255,C00165,P00199,2029-02-28,13462,13596.62,Manual,1095,8,Declined,29,False,True,False,0
PID-B088C864543C,R001899,L001256,C00165,P00097,2021-02-19,33280,34278.4,Manual,730,6,Pending,4,True,False,False,2
PID-542E4C892E50,R001900,L001256,C00165,P00097,2022-02-19,33280,26956.8,Manual,365,16,Completed,23,True,False,True,1
PID-5098F5842A3F,R001901,L001256,C00165,P00097,2023-02-19,33280,34944.0,Negotiated,730,13,Pending,4,False,False,False,0
PID-15A2D35194AC,R001902,L001257,C00165,P00223,2022-07-03,68997,68997.0,Automatic,1095,19,Completed,29,True,False,True,3
PID-AB6D0201EB7A,R001903,L001258,C00165,P00220,2022-07-22,71750,68162.5,Negotiated,730,22,Completed,30,False,True,False,2
PID-7D7B9D3A76BD,R001904,L001259,C00165,P00222,2022-05-13,78680,80253.6,Automatic,730,22,Declined,10,True,False,True,3
PID-7C93B002DECA,R001905,L001260,C00165,P00205,2025-05-04,114404,133852.68,Negotiated,365,1,Completed,20,True,False,True,2
PID-B0CBBDADCF63,R001906,L001260,C00165,P00205,2026-05-04,114404,128132.48,Negotiated,1095,17,Completed,4,False,False,False,0
PID-AB90F73DC2B9,R001907,L001261,C00165,P00268,2023-07-16,5886,6121.44,Manual,730,6,Pending,18,True,True,True,3
PID-9A64E36327AB,R001908,L001261,C00165,P00268,2024-07-15,5886,5768.28,Negotiated,1095,6,Pending,23,True,True,True,0
PID-13D1ABB579F2,R001909,L001261,C00165,P00268,2025-07-15,5886,6356.88,Negotiated,365,13,Declined,10,True,False,True,2
PID-485D6A58C7D7,R001910,L001263,C00165,P00029,2021-10-02,139425,131059.5,Manual,730,22,Completed,20,False,False,False,3
PID-DC5902DDCD27,R001911,L001263,C00165,P00029,2021-11-01,139425,126876.75,Negotiated,730,7,Declined,18,True,True,False,3
PID-C4860A687326,R001912,L001264,C00165,P00030,2023-03-19,5320,6171.2,Manual,1095,16,Declined,1,True,False,False,0
PID-D529CDA6DBCB,R001913,L001264,C00165,P00030,2025-03-18,5320,5479.6,Manual,730,2,Completed,25,True,False,False,0
PID-1E2E45452332,R001914,L001264,C00165,P00030,2027-03-18,5320,5479.6,Negotiated,365,2,Completed,13,True,True,False,2
PID-C0E4C1EC96F4,R001915,L001265,C00165,P00032,2021-12-30,133062,151690.68,Automatic,1095,12,Declined,7,False,True,True,2
PID-16B6651A52C3,R001916,L001266,C00165,P00031,2021-05-16,166212,137955.96,Automatic,1095,25,Pending,26,False,False,True,0
PID-FF50BC570E62,R001917,L001266,C00165,P00031,2021-08-14,166212,137955.96,Automatic,365,11,Completed,18,True,False,True,1
PID-0F80AF560A67,R001918,L001266,C00165,P00031,2021-11-12,166212,199454.4,Negotiated,1095,19,Declined,13,True,False,True,1
PID-C517BCDFBF42,R001919,L001268,C00165,P00043,2025-06-24,10836,12461.4,Manual,365,18,Completed,28,False,True,True,2
PID-E365482F591F,R001920,L001268,C00165,P00043,2027-06-24,10836,11594.52,Automatic,365,16,Pending,2,False,True,False,3
PID-216CC66AA035,R001921,L001268,C00165,P00043,2029-06-23,10836,8668.8,Negotiated,1095,22,Pending,19,False,True,True,1
PID-53D617AC82C2,R001922,L001269,C00165,P00040,2022-04-08,193752,160814.16,Automatic,730,3,Pending,12,True,False,True,1
PID-1FCA1CAA06E4,R001923,L001269,C00165,P00040,2023-04-08,193752,230564.88,Negotiated,365,14,Completed,12,False,True,False,3
PID-AFA3D3E26D69,R001924,L001269,C00165,P00040,2024-04-07,193752,232502.4,Negotiated,1095,17,Completed,13,False,False,False,2
PID-9E3531E3111A,R001925,L001270,C00165,P00094,2023-07-07,33228,26914.68,Automatic,1095,19,Completed,7,True,False,True,0
PID-DCE8E5352B9E,R001926,L001270,C00165,P00094,2024-07-06,33228,37215.36,Automatic,730,16,Pending,22,True,False,True,2
PID-8798783817E4,R001927,L001270,C00165,P00094,2025-07-06,33228,34557.12,Automatic,365,12,Declined,28,True,False,True,2
PID-86DB0F82867A,R001928,L001273,C00166,P00021,2020-02-21,3550,4011.5,Automatic,730,0,Completed,24,True,False,True,0
PID-4B06C436C3DC,R001929,L001275,C00166,P00151,2024-09-03,37668,37291.32,Manual,730,17,Pending,10,True,True,True,0
PID-ABE8DD706B09,R001930,L001275,C00166,P00151,2025-09-03,37668,34654.56,Negotiated,730,12,Pending,25,False,False,False,1
PID-264F1AE5A6BA,R001931,L001276,C00166,P00152,2022-09-04,97272,83653.92,Manual,1095,23,Pending,25,False,False,False,1
PID-016AB27CD9F6,R001932,L001276,C00166,P00152,2023-09-04,97272,86572.08,Automatic,1095,10,Completed,12,True,False,True,3
PID-6FBD1E00F2BF,R001933,L001276,C00166,P00152,2024-09-03,97272,87544.8,Manual,365,10,Declined,9,True,False,True,2
PID-D0CEAC482C36,R001934,L001280,C00167,P00143,2023-11-06,7596,9115.2,Manual,1095,5,Declined,15,True,False,False,2
PID-02805771CD57,R001935,L001280,C00167,P00143,2024-11-05,7596,7140.24,Manual,730,2,Declined,8,False,True,True,0
PID-DE29345E4C4D,R001936,L001280,C00167,P00143,2025-11-05,7596,7064.28,Manual,730,0,Declined,16,True,False,False,2
PID-841A4E44A972,R001937,L001281,C00168,P00119,2023-09-20,75999,76758.99,Automatic,730,25,Completed,27,True,True,False,3
PID-C20204D3FFFC,R001938,L001282,C00168,P00120,2025-01-13,176043,177803.43,Manual,730,2,Declined,18,False,True,True,1
PID-D4FB8585A094,R001939,L001282,C00168,P00120,2026-01-13,176043,183084.72,Negotiated,730,10,Pending,29,False,False,False,0
PID-30ED0FECA9B6,R001940,L001283,C00168,P00088,2023-08-04,62699,60818.03,Manual,730,22,Pending,18,True,True,False,1
PID-B5E9EFF11019,R001941,L001283,C00168,P00088,2025-08-03,62699,54548.13,Manual,1095,21,Pending,30,False,True,True,0
PID-0DFF5FC6021E,R001942,L001284,C00168,P00090,2023-09-24,138006,157326.84,Negotiated,1095,15,Pending,20,False,False,True,1
PID-5BABA1E976BE,R001943,L001284,C00168,P00090,2024-09-23,138006,144906.3,Manual,1095,3,Completed,27,True,False,False,0
PID-0A9E5115CEBD,R001944,L001284,C00168,P00090,2025-09-23,138006,143526.24,Automatic,1095,25,Completed,28,True,True,False,0
PID-3743D0BDB540,R001945,L001285,C00169,P00141,2021-08-31,33640,27248.4,Negotiated,1095,10,Pending,4,True,True,False,2
PID-49C90E74CD53,R001946,L001286,C00169,P00110,2023-08-30,189312,189312.0,Automatic,365,4,Completed,22,False,True,True,0
PID-9613870AAF04,R001947,L001286,C00169,P00110,2025-08-29,189312,177953.28,Negotiated,365,8,Pending,28,False,False,False,3
PID-5AD789A830C2,R001948,L001287,C00169,P00023,2025-08-22,94764,99502.2,Manual,365,15,Declined,2,False,False,False,1
PID-F29A71D4DC5D,R001949,L001287,C00169,P00023,2027-08-22,94764,78654.12,Automatic,365,9,Declined,5,False,False,False,2
