Renewal_ID,License_ID,Customer_ID,Product_ID,Renewal_Date,Previous_Contract_Value,New_Contract_Value,Renewal_Type,Renewal_Duration,Discount_Applied,Renewal_Status,Negotiation_Days,Decision_Maker_Change,Competitive_Threat,Upsell_Opportunity,Cross_sell_Products
R001323,L000867,C00114,P00265,2022-11-27,64325,63038.5,Negotiated,730,21,Pending,28,True,True,True,3
R001324,L000868,C00114,P00108,2022-03-30,195502,173996.78,Manual,365,5,Pending,16,False,True,True,3
R001325,L000868,C00114,P00108,2023-03-30,195502,207232.12,Manual,730,17,Pending,17,True,False,False,2
R001326,L000868,C00114,P00108,2024-03-29,195502,217007.22,Negotiated,730,19,Completed,27,False,False,False,0
R001327,L000869,C00114,P00109,2023-01-01,189932,226019.08,Automatic,365,4,Pending,18,True,True,False,0
R001328,L000871,C00114,P00072,2025-05-20,163704,140785.44,Automatic,1095,25,Completed,13,True,False,True,3
R001329,L000871,C00114,P00072,2026-05-20,163704,148970.64,Automatic,365,24,Completed,3,False,False,False,2
R001330,L000871,C00114,P00072,2027-05-20,163704,139148.4,Manual,365,4,Declined,23,False,False,True,0
R001331,L000872,C00114,P00114,2024-10-27,24660,28605.6,Automatic,730,3,Declined,8,False,True,True,0
R001332,L000872,C00114,P00114,2025-10-27,24660,21947.4,Negotiated,365,16,Pending,6,True,False,False,2
R001333,L000872,C00114,P00114,2026-10-27,24660,21454.2,Negotiated,365,18,Pending,19,True,True,True,3
R001334,L000873,C00114,P00112,2024-12-25,2040,1978.8,Automatic,1095,20,Pending,19,False,True,False,2
R001335,L000873,C00114,P00112,2026-12-25,2040,1876.8,Manual,730,17,Declined,5,False,True,False,3
R001336,L000876,C00114,P00031,2025-01-21,166212,151252.92,Manual,1095,18,Completed,25,False,True,False,3
R001337,L000876,C00114,P00031,2027-01-21,166212,162887.76,Manual,730,18,Completed,24,True,True,True,1
R001338,L000878,C00115,P00024,2026-02-13,336700,269360.0,Negotiated,730,11,Completed,15,True,True,True,2
R001339,L000878,C00115,P00024,2028-02-13,336700,400673.0,Manual,730,8,Completed,1,True,True,False,2
R001340,L000878,C00115,P00024,2030-02-12,336700,397306.0,Manual,365,9,Pending,26,True,True,True,3
R001341,L000879,C00115,P00025,2021-08-27,6086,5599.12,Automatic,730,22,Pending,1,False,True,True,0
R001342,L000879,C00115,P00025,2021-11-25,6086,5720.84,Manual,365,14,Declined,26,True,True,True,0
R001343,L000880,C00116,P00081,2022-09-14,182262,195020.34,Automatic,730,18,Pending,3,False,True,True,3
R001344,L000881,C00116,P00080,2024-07-28,59724,59724.0,Automatic,730,23,Declined,4,True,False,False,0
R001345,L000881,C00116,P00080,2024-08-27,59724,58529.52,Automatic,730,2,Pending,3,False,False,True,0
R001346,L000883,C00116,P00057,2024-12-29,9760,7905.6,Manual,1095,9,Completed,21,False,True,False,2
R001347,L000884,C00116,P00058,2020-07-11,197472,187598.4,Automatic,1095,8,Declined,20,False,True,True,1
R001348,L000884,C00116,P00058,2020-10-09,197472,234991.68,Manual,365,2,Declined,21,True,False,True,1
R001349,L000884,C00116,P00058,2021-01-07,197472,209320.32,Manual,365,7,Pending,28,False,True,True,1
R001350,L000885,C00116,P00017,2023-09-28,69420,81221.4,Manual,730,24,Declined,21,False,True,False,2
R001351,L000889,C00116,P00130,2024-04-05,67480,68154.8,Manual,365,18,Declined,8,True,True,True,0
R001352,L000890,C00117,P00155,2023-05-03,98952,101920.56,Automatic,730,2,Pending,10,False,True,True,2
R001353,L000891,C00117,P00151,2024-12-12,13578,16022.04,Automatic,1095,10,Completed,28,True,True,True,1
R001354,L000891,C00117,P00151,2026-12-12,13578,15750.48,Automatic,730,4,Pending,21,False,True,True,3
R001355,L000891,C00117,P00151,2028-12-11,13578,14935.8,Automatic,1095,0,Pending,11,True,False,False,3
R001356,L000892,C00118,P00185,2024-12-13,108206,128765.14,Manual,730,7,Declined,14,False,True,False,1
R001357,L000892,C00118,P00185,2025-12-13,108206,103877.76,Manual,365,19,Pending,0,True,False,False,1
R001358,L000892,C00118,P00185,2026-12-13,108206,93057.16,Automatic,730,3,Completed,12,False,True,False,3
R001359,L000893,C00118,P00191,2022-06-06,149886,170870.04,Manual,730,15,Declined,30,True,False,True,0
R001360,L000894,C00118,P00190,2025-10-20,16240,16727.2,Manual,1095,2,Pending,5,False,True,False,2
R001361,L000894,C00118,P00190,2027-10-20,16240,18513.6,Manual,1095,16,Pending,8,False,True,False,2
R001362,L000894,C00118,P00190,2029-10-19,16240,15915.2,Negotiated,1095,5,Completed,9,True,True,True,3
R001363,L000895,C00118,P00232,2022-05-07,93927,102380.43,Manual,730,18,Completed,21,True,False,False,1
R001364,L000897,C00118,P00231,2022-09-12,170546,173956.92,Automatic,365,1,Declined,16,True,True,True,0
R001365,L000897,C00118,P00231,2023-09-12,170546,160313.24,Negotiated,1095,9,Completed,13,False,False,False,1
R001366,L000898,C00118,P00252,2024-10-16,195108,212667.72,Automatic,1095,14,Declined,25,False,False,False,0
R001367,L000898,C00118,P00252,2025-10-16,195108,183401.52,Negotiated,1095,10,Completed,18,False,False,False,1
R001368,L000898,C00118,P00252,2026-10-16,195108,228276.36,Manual,365,2,Pending,20,False,False,True,3
R001369,L000900,C00119,P00146,2027-10-14,137061,121984.29,Automatic,1095,24,Pending,5,True,True,False,2
R001370,L000900,C00119,P00146,2030-10-13,137061,112390.02,Manual,1095,17,Pending,15,False,False,True,0
R001371,L000901,C00119,P00148,2023-02-13,224595,211119.3,Automatic,730,0,Completed,14,True,True,True,3
R001372,L000901,C00119,P00148,2023-05-14,224595,220103.1,Manual,730,8,Pending,10,True,True,True,1
R001373,L000902,C00119,P00147,2021-08-01,81174,73868.34,Manual,365,6,Completed,19,False,True,True,1
R001374,L000902,C00119,P00147,2022-08-01,81174,73868.34,Manual,730,3,Declined,22,False,True,True,2
R001375,L000904,C00119,P00094,2022-09-25,20241,22872.33,Manual,1095,16,Completed,21,False,True,True,1
R001376,L000904,C00119,P00094,2023-09-25,20241,17812.08,Negotiated,365,22,Declined,3,False,False,False,3
R001377,L000904,C00119,P00094,2024-09-24,20241,22062.69,Manual,730,21,Declined,21,True,False,False,3
R001378,L000905,C00119,P00209,2021-04-13,47173,43870.89,Negotiated,1095,7,Completed,10,False,False,False,0
R001379,L000905,C00119,P00209,2022-04-13,47173,39153.59,Automatic,730,18,Declined,6,False,False,True,3
R001380,L000905,C00119,P00209,2023-04-13,47173,38210.13,Negotiated,365,10,Pending,9,False,True,False,1
R001381,L000906,C00119,P00131,2021-08-13,22655,21748.8,Automatic,365,4,Pending,15,True,True,True,3
R001382,L000907,C00120,P00272,2022-07-30,23940,24897.6,Automatic,365,25,Pending,2,False,False,False,2
R001383,L000907,C00120,P00272,2023-07-30,23940,27291.6,Automatic,365,1,Completed,27,True,False,True,2
R001384,L000908,C00120,P00080,2022-02-25,28914,28046.58,Automatic,1095,2,Completed,18,True,True,True,2
R001385,L000909,C00120,P00081,2023-04-19,42692,39276.64,Manual,365,14,Completed,1,True,True,True,2
R001386,L000909,C00120,P00081,2024-04-18,42692,46961.2,Manual,365,4,Pending,16,False,True,False,0
R001387,L000910,C00120,P00018,2021-03-06,147016,160247.44,Automatic,1095,6,Pending,22,True,True,True,3
R001388,L000911,C00120,P00052,2021-02-28,181608,172527.6,Negotiated,1095,16,Pending,14,True,True,True,1
R001389,L000911,C00120,P00052,2022-02-28,181608,194320.56,Automatic,1095,25,Pending,17,True,True,True,2
R001390,L000911,C00120,P00052,2023-02-28,181608,203400.96,Negotiated,730,11,Completed,25,True,True,True,2
R001391,L000913,C00120,P00090,2022-05-04,67158,55741.14,Automatic,365,19,Pending,8,False,False,False,1
R001392,L000913,C00120,P00090,2022-08-02,67158,61785.36,Automatic,1095,1,Declined,16,True,False,True,2
R001393,L000913,C00120,P00090,2022-10-31,67158,73202.22,Negotiated,1095,15,Declined,8,False,False,False,1
R001394,L000916,C00120,P00092,2023-09-19,47120,55130.4,Manual,1095,19,Declined,18,False,False,False,2
R001395,L000916,C00120,P00092,2023-10-19,47120,56072.8,Manual,730,15,Pending,4,False,False,False,2
R001396,L000916,C00120,P00092,2023-11-18,47120,52774.4,Manual,730,16,Pending,8,True,False,False,1
R001397,L000917,C00120,P00091,2024-04-24,27176,29078.32,Automatic,730,12,Completed,5,True,True,False,2
R001398,L000918,C00120,P00093,2024-02-26,93863,110758.34,Manual,730,7,Completed,29,False,True,True,1
R001399,L000919,C00121,P00090,2022-06-13,127674,146825.1,Negotiated,1095,14,Completed,25,True,True,True,1
R001400,L000919,C00121,P00090,2023-06-13,127674,151932.06,Automatic,730,15,Declined,17,False,True,True,2
R001401,L000920,C00121,P00048,2024-03-18,94770,107090.1,Negotiated,365,1,Completed,6,True,True,True,1
R001402,L000921,C00121,P00046,2023-04-15,119424,121812.48,Manual,1095,5,Completed,6,False,False,False,0
R001403,L000921,C00121,P00046,2026-04-14,119424,125395.2,Negotiated,1095,4,Pending,4,False,True,False,0
R001404,L000921,C00121,P00046,2029-04-13,119424,95539.2,Negotiated,365,24,Pending,18,False,False,True,0
R001405,L000922,C00121,P00242,2022-10-28,27318,29776.62,Automatic,365,22,Declined,4,True,False,True,2
R001406,L000922,C00121,P00242,2023-01-26,27318,25405.74,Manual,1095,18,Pending,11,True,False,False,1
R001407,L000922,C00121,P00242,2023-04-26,27318,27318.0,Automatic,1095,0,Completed,12,False,True,False,0
R001408,L000923,C00121,P00238,2024-12-09,32062,34306.34,Manual,365,13,Pending,3,True,False,True,0
R001409,L000923,C00121,P00238,2027-12-09,32062,25649.6,Automatic,365,21,Pending,5,False,True,True,2
R001410,L000924,C00121,P00247,2025-03-05,136276,121285.64,Negotiated,1095,12,Pending,16,False,True,True,0
R001411,L000925,C00121,P00208,2023-02-04,109552,104074.4,Automatic,730,12,Pending,1,False,False,True,1
R001412,L000925,C00121,P00208,2023-05-05,109552,113934.08,Negotiated,365,6,Completed,15,False,True,False,3
R001413,L000926,C00121,P00207,2025-02-11,40014,48016.8,Manual,730,12,Pending,13,False,True,True,1
R001414,L000927,C00122,P00079,2023-01-31,1284,1502.28,Manual,365,2,Pending,12,False,True,False,2
R001415,L000928,C00122,P00029,2020-08-07,169845,178337.25,Automatic,730,22,Declined,14,False,True,True,2
R001416,L000928,C00122,P00029,2020-11-05,169845,197020.2,Manual,730,10,Declined,25,False,False,False,0
R001417,L000928,C00122,P00029,2021-02-03,169845,202115.55,Negotiated,1095,13,Completed,29,True,False,True,0
R001418,L000929,C00122,P00030,2021-02-17,1876,1838.48,Automatic,365,18,Declined,8,False,False,True,2
R001419,L000929,C00122,P00030,2021-05-18,1876,1575.84,Negotiated,730,8,Completed,2,True,False,False,2
R001420,L000929,C00122,P00030,2021-08-16,1876,1500.8,Manual,365,2,Pending,21,True,False,False,3
R001421,L000930,C00122,P00264,2023-10-22,201264,221390.4,Negotiated,365,12,Declined,6,False,False,False,3
R001422,L000930,C00122,P00264,2023-11-21,201264,175099.68,Manual,730,2,Pending,24,False,False,True,2
R001423,L000931,C00123,P00269,2026-06-02,81238,71489.44,Manual,1095,7,Completed,2,False,True,True,0
R001424,L000932,C00124,P00232,2025-01-20,181401,166888.92,Negotiated,730,13,Declined,29,True,True,True,3
R001425,L000933,C00124,P00214,2022-08-04,10573,11947.49,Manual,1095,17,Pending,6,False,True,True,2
R001426,L000934,C00124,P00216,2021-10-01,114885,101098.8,Negotiated,365,10,Completed,30,False,False,True,2
R001427,L000935,C00124,P00219,2022-05-25,109020,114471.0,Automatic,730,25,Completed,19,True,False,False,0
R001428,L000936,C00124,P00161,2024-03-25,100614,98601.72,Manual,730,12,Declined,4,True,False,False,3
R001429,L000938,C00124,P00162,2023-03-25,106580,111909.0,Automatic,1095,7,Declined,2,True,True,False,2
R001430,L000938,C00124,P00162,2025-03-24,106580,100185.2,Negotiated,365,12,Declined,22,False,False,True,2
R001431,L000938,C00124,P00162,2027-03-24,106580,101251.0,Negotiated,1095,17,Completed,17,False,True,True,0
R001432,L000939,C00125,P00002,2024-04-07,126528,126528.0,Negotiated,730,7,Pending,21,True,True,False,0
R001433,L000939,C00125,P00002,2025-04-07,126528,140446.08,Automatic,365,4,Pending,7,False,True,True,0
R001434,L000939,C00125,P00002,2026-04-07,126528,112609.92,Automatic,730,11,Pending,7,True,False,True,2
R001435,L000940,C00125,P00001,2024-05-23,125955,123435.9,Negotiated,730,23,Completed,27,False,True,True,1
R001436,L000940,C00125,P00001,2025-05-23,125955,122176.35,Negotiated,365,5,Completed,11,False,True,False,3
R001437,L000941,C00125,P00120,2025-11-17,21917,24327.87,Negotiated,730,1,Completed,7,True,False,True,0
R001438,L000942,C00125,P00121,2023-11-28,76944,65402.4,Automatic,1095,22,Declined,29,False,True,True,1
R001439,L000942,C00125,P00121,2024-11-27,76944,65402.4,Negotiated,1095,12,Pending,29,True,True,False,1
R001440,L000944,C00126,P00142,2022-04-14,19765,19172.05,Manual,1095,11,Declined,3,False,False,True,3
R001441,L000944,C00126,P00142,2023-04-14,19765,22729.75,Automatic,730,25,Declined,26,False,True,False,2
R001442,L000945,C00126,P00036,2025-05-03,20060,19658.8,Manual,365,3,Completed,13,False,False,True,2
R001443,L000946,C00126,P00039,2024-11-10,5040,4384.8,Negotiated,730,6,Pending,0,True,False,False,1
R001444,L000946,C00126,P00039,2027-11-10,5040,5796.0,Automatic,365,5,Completed,6,True,True,False,0
R001445,L000947,C00126,P00043,2022-07-26,176988,164598.84,Negotiated,365,1,Pending,18,True,False,True,3
R001446,L000947,C00126,P00043,2023-07-26,176988,150439.8,Negotiated,365,14,Completed,13,False,True,True,2
R001447,L000947,C00126,P00043,2024-07-25,176988,157519.32,Manual,365,22,Declined,22,True,False,True,1
R001448,L000948,C00127,P00080,2021-07-11,73944,73204.56,Manual,365,10,Declined,19,True,False,False,1
R001449,L000948,C00127,P00080,2021-10-09,73944,62112.96,Negotiated,730,7,Declined,5,False,False,True,2
R001450,L000948,C00127,P00080,2022-01-07,73944,64331.28,Negotiated,730,9,Declined,26,True,False,False,0
R001451,L000949,C00128,P00012,2023-10-11,6699,7100.94,Negotiated,1095,2,Pending,21,False,True,True,1
R001452,L000949,C00128,P00012,2025-10-10,6699,7234.92,Automatic,365,25,Completed,8,True,True,False,0
R001453,L000951,C00128,P00109,2024-11-03,225890,198783.2,Automatic,730,4,Completed,25,False,False,False,1
R001454,L000952,C00128,P00106,2023-10-19,897,744.51,Negotiated,365,4,Declined,1,False,False,True,0
R001455,L000952,C00128,P00106,2024-10-18,897,950.82,Manual,1095,1,Declined,24,False,False,True,3
R001456,L000953,C00128,P00022,2023-12-03,113280,129139.2,Manual,365,5,Declined,0,False,False,True,0
R001457,L000953,C00128,P00022,2024-12-02,113280,108748.8,Negotiated,365,6,Pending,0,False,True,True,3
R001458,L000953,C00128,P00022,2025-12-02,113280,123475.2,Automatic,1095,10,Pending,22,True,False,True,2
R001459,L000954,C00128,P00023,2024-01-24,204726,219056.82,Negotiated,365,21,Pending,19,True,True,False,2
R001460,L000954,C00128,P00023,2025-01-23,204726,233387.64,Automatic,730,11,Declined,30,False,True,False,2
R001461,L000954,C00128,P00023,2026-01-23,204726,219056.82,Negotiated,1095,9,Pending,24,True,False,True,2
R001462,L000955,C00129,P00134,2025-03-23,46927,46457.73,Automatic,365,14,Declined,1,False,True,False,2
R001463,L000955,C00129,P00134,2025-06-21,46927,40826.49,Automatic,730,5,Pending,6,False,True,False,3
R001464,L000955,C00129,P00134,2025-09-19,46927,45519.19,Negotiated,365,18,Pending,1,True,False,False,0
R001465,L000956,C00129,P00026,2022-09-16,115939,100866.93,Automatic,730,15,Completed,8,False,False,True,3
R001466,L000956,C00129,P00026,2023-09-16,115939,99707.54,Negotiated,365,19,Declined,19,False,False,False,2
R001467,L000956,C00129,P00026,2024-09-15,115939,122895.34,Negotiated,730,2,Declined,28,False,True,False,2
R001468,L000957,C00130,P00131,2023-10-06,14578,11662.4,Manual,1095,25,Declined,24,True,True,False,0
R001469,L000957,C00130,P00131,2024-01-04,14578,17202.04,Manual,1095,8,Completed,10,False,True,True,1
R001470,L000960,C00130,P00215,2024-12-30,98273,108100.3,Automatic,365,2,Declined,11,False,True,True,0
R001471,L000960,C00130,P00215,2025-12-30,98273,116944.87,Automatic,365,22,Pending,3,True,True,True,3
R001472,L000962,C00130,P00209,2024-01-18,48638,44260.58,Automatic,730,5,Pending,15,True,False,False,1
R001473,L000962,C00130,P00209,2025-01-17,48638,39396.78,Negotiated,365,8,Completed,21,False,True,False,0
R001474,L000964,C00130,P00245,2024-06-06,118118,128748.62,Negotiated,730,13,Pending,12,False,True,True,2
R001475,L000964,C00130,P00245,2024-07-06,118118,120480.36,Negotiated,730,17,Declined,2,False,False,True,3
R001476,L000966,C00130,P00074,2023-02-02,124320,106915.2,Manual,1095,17,Completed,11,True,False,True,1
R001477,L000966,C00130,P00074,2025-02-01,124320,145454.4,Manual,1095,3,Pending,23,False,False,True,3
R001478,L000966,C00130,P00074,2027-02-01,124320,125563.2,Manual,730,24,Completed,19,False,True,True,3
R001479,L000967,C00130,P00073,2022-06-30,57865,54971.75,Automatic,365,15,Completed,24,False,False,True,3
R001480,L000967,C00130,P00073,2022-07-30,57865,63651.5,Negotiated,365,4,Completed,26,True,False,True,2
R001481,L000969,C00130,P00012,2022-01-03,8943,10463.31,Automatic,730,14,Declined,28,False,False,True,0
R001482,L000970,C00130,P00033,2023-03-04,60876,49309.56,Manual,730,5,Pending,20,True,False,True,3
R001483,L000970,C00130,P00033,2024-03-03,60876,64528.56,Negotiated,1095,6,Pending,20,False,True,True,1
R001484,L000970,C00130,P00033,2025-03-03,60876,70616.16,Negotiated,730,6,Completed,15,False,False,True,2
R001485,L000971,C00130,P00032,2021-04-26,223094,258789.04,Automatic,1095,4,Completed,21,False,False,False,3
R001486,L000972,C00130,P00031,2024-03-05,25992,24172.56,Negotiated,365,8,Declined,5,True,True,True,1
R001487,L000972,C00130,P00031,2025-03-05,25992,27031.68,Negotiated,1095,14,Completed,12,True,False,False,1
R001488,L000972,C00130,P00031,2026-03-05,25992,27551.52,Negotiated,365,16,Declined,4,True,False,True,1
R001489,L000974,C00131,P00078,2023-03-07,109040,130848.0,Negotiated,1095,6,Completed,16,True,True,False,2
R001490,L000975,C00131,P00126,2021-06-10,40050,34042.5,Negotiated,1095,10,Completed,8,False,True,False,2
R001491,L000975,C00131,P00126,2021-09-08,40050,38047.5,Automatic,730,11,Completed,19,False,False,True,0
R001492,L000975,C00131,P00126,2021-12-07,40050,45256.5,Automatic,365,15,Declined,2,True,False,True,0
R001493,L000976,C00131,P00127,2022-12-22,335703,285347.55,Automatic,1095,16,Declined,28,True,False,False,2
R001494,L000976,C00131,P00127,2023-12-22,335703,292061.61,Automatic,365,3,Declined,25,True,True,False,2
R001495,L000977,C00132,P00049,2025-10-18,1827,2174.13,Automatic,730,23,Declined,24,True,True,False,2
R001496,L000977,C00132,P00049,2026-10-18,1827,2027.97,Manual,365,16,Pending,29,False,True,False,2
R001497,L000979,C00132,P00046,2026-10-19,150213,154719.39,Automatic,730,3,Completed,22,False,True,False,2
R001498,L000979,C00132,P00046,2028-10-18,150213,120170.4,Negotiated,730,10,Pending,9,False,True,False,2
R001499,L000980,C00132,P00065,2024-11-15,229896,197710.56,Manual,365,25,Completed,23,True,True,False,1
R001500,L000981,C00132,P00111,2023-01-04,55746,49613.94,Manual,730,20,Declined,2,True,False,False,3
R001501,L000981,C00132,P00111,2024-01-04,55746,66337.74,Automatic,365,9,Pending,5,False,False,False,0
R001502,L000981,C00132,P00111,2025-01-03,55746,46826.64,Manual,365,10,Pending,26,True,True,True,3
R001503,L000982,C00132,P00113,2023-04-20,46065,46065.0,Manual,730,25,Pending,17,False,True,True,3
R001504,L000982,C00132,P00113,2023-07-19,46065,47907.6,Manual,1095,0,Pending,6,True,False,False,3
R001505,L000982,C00132,P00113,2023-10-17,46065,40537.2,Negotiated,730,19,Pending,29,True,False,True,0
R001506,L000983,C00133,P00091,2022-12-30,120056,99646.48,Manual,365,4,Pending,10,True,True,True,0
R001507,L000984,C00133,P00093,2020-10-31,61957,69391.84,Automatic,730,25,Pending,11,True,True,False,0
R001508,L000984,C00133,P00093,2021-01-29,61957,56380.87,Manual,365,9,Declined,17,True,True,True,1
R001509,L000985,C00133,P00251,2022-02-25,45504,43683.84,Manual,365,17,Pending,29,True,False,False,2
R001510,L000986,C00133,P00253,2023-08-07,146318,121443.94,Automatic,365,7,Pending,0,True,False,True,1
R001511,L000987,C00134,P00162,2022-09-01,121910,120690.9,Negotiated,1095,11,Declined,11,True,True,True,1
R001512,L000988,C00134,P00161,2022-10-07,115747,137738.93,Negotiated,730,8,Declined,0,False,True,False,2
R001513,L000989,C00134,P00159,2020-03-26,111150,91143.0,Automatic,365,1,Pending,30,False,True,True,1
R001514,L000989,C00134,P00159,2020-04-25,111150,104481.0,Negotiated,1095,13,Completed,15,False,True,False,0
R001515,L000991,C00135,P00146,2022-02-03,237456,261201.6,Manual,365,7,Declined,25,False,True,True,3
R001516,L000991,C00135,P00146,2024-02-03,237456,265950.72,Negotiated,730,19,Declined,11,True,False,True,2
R001517,L000995,C00136,P00216,2023-04-20,49680,50176.8,Negotiated,365,11,Declined,22,False,False,False,1
R001518,L000995,C00136,P00216,2024-04-19,49680,59616.0,Negotiated,730,13,Completed,6,True,False,True,2
R001519,L000995,C00136,P00216,2025-04-19,49680,59616.0,Negotiated,365,23,Pending,16,False,False,True,3
R001520,L000996,C00136,P00211,2025-07-27,4608,3732.48,Manual,365,19,Declined,18,False,True,False,2
R001521,L000996,C00136,P00211,2026-07-27,4608,5483.52,Negotiated,365,19,Declined,9,True,True,False,2
R001522,L000997,C00136,P00212,2023-11-15,4720,5428.0,Automatic,1095,24,Pending,21,False,True,True,1
R001523,L000999,C00136,P00254,2022-05-01,8415,7825.95,Negotiated,1095,21,Declined,23,False,False,True,1
R001524,L001002,C00136,P00155,2022-02-07,136710,140811.3,Negotiated,730,15,Completed,30,True,False,True,0
R001525,L001002,C00136,P00155,2023-02-07,136710,127140.3,Automatic,730,15,Pending,19,True,True,False,2
R001526,L001003,C00136,P00233,2023-09-22,25546,21969.56,Manual,1095,12,Completed,17,True,False,False,0
R001527,L001005,C00136,P00082,2021-05-26,122892,115518.48,Negotiated,365,23,Completed,12,True,False,False,1
R001528,L001005,C00136,P00082,2022-05-26,122892,98313.6,Automatic,730,17,Declined,8,False,False,False,1
R001529,L001006,C00137,P00081,2024-09-13,59112,65614.32,Automatic,730,8,Declined,0,False,False,False,1
R001530,L001006,C00137,P00081,2026-09-13,59112,53200.8,Negotiated,1095,4,Declined,24,False,True,True,1
R001531,L001006,C00137,P00081,2028-09-12,59112,66796.56,Automatic,1095,18,Pending,16,False,True,True,0
R001532,L001007,C00137,P00080,2025-08-16,136512,109209.6,Negotiated,730,20,Declined,6,True,False,True,1
R001533,L001007,C00137,P00080,2026-08-16,136512,125591.04,Manual,1095,14,Pending,11,False,True,False,1
R001534,L001008,C00137,P00261,2022-07-31,34894,32451.42,Automatic,1095,9,Declined,26,False,False,True,3
R001535,L001008,C00137,P00261,2023-07-31,34894,40825.98,Manual,1095,15,Completed,4,True,False,False,0
R001536,L001009,C00137,P00262,2025-12-12,28706,26409.52,Manual,1095,2,Pending,20,True,True,True,0
R001537,L001010,C00137,P00055,2022-04-15,136701,136701.0,Automatic,365,13,Completed,2,False,True,True,3
R001538,L001011,C00137,P00028,2021-08-13,221743,179611.83,Automatic,365,24,Declined,21,True,True,True,0
R001539,L001013,C00137,P00026,2027-05-13,93096,92165.04,Manual,730,22,Declined,13,True,True,False,2
R001540,L001013,C00137,P00026,2030-05-12,93096,105198.48,Negotiated,365,8,Declined,22,True,False,False,0
R001541,L001015,C00138,P00100,2024-05-02,67160,65145.2,Automatic,365,4,Completed,19,False,False,False,2
R001542,L001015,C00138,P00100,2025-05-02,67160,54399.6,Automatic,365,25,Completed,24,True,True,True,3
R001543,L001015,C00138,P00100,2026-05-02,67160,77234.0,Manual,730,19,Declined,11,False,True,False,3
R001544,L001017,C00138,P00266,2021-06-19,95821,93904.58,Manual,1095,6,Completed,6,False,False,False,2
R001545,L001018,C00138,P00212,2024-01-28,64900,54516.0,Automatic,1095,15,Completed,11,False,True,True,2
R001546,L001019,C00138,P00221,2023-07-19,12160,11430.4,Automatic,730,11,Completed,8,False,True,True,0
R001547,L001019,C00138,P00221,2024-07-18,12160,11187.2,Manual,1095,2,Completed,16,True,False,True,3
R001548,L001019,C00138,P00221,2025-07-18,12160,14348.8,Automatic,730,14,Declined,20,False,False,False,2
R001549,L001020,C00138,P00224,2023-01-21,172368,186157.44,Automatic,365,23,Pending,19,False,False,True,3
R001550,L001020,C00138,P00224,2025-01-20,172368,149960.16,Negotiated,1095,24,Declined,6,False,False,False,0
R001551,L001020,C00138,P00224,2027-01-20,172368,141341.76,Automatic,365,2,Pending,14,False,False,True,1
R001552,L001021,C00138,P00268,2026-08-31,52974,52974.0,Automatic,730,20,Pending,27,True,True,True,1
R001553,L001021,C00138,P00268,2028-08-30,52974,51914.52,Negotiated,1095,6,Pending,0,False,True,False,0
R001554,L001022,C00138,P00022,2020-12-15,73455,74189.55,Negotiated,730,3,Declined,24,False,True,True,3
R001555,L001023,C00138,P00023,2025-06-04,77778,73889.1,Negotiated,1095,13,Completed,28,False,False,True,3
R001556,L001023,C00138,P00023,2026-06-04,77778,91000.26,Negotiated,365,14,Pending,17,False,False,False,0
R001557,L001024,C00138,P00106,2025-04-13,1053,947.7,Automatic,730,8,Pending,16,False,False,False,3
R001558,L001025,C00138,P00102,2024-06-06,14931,12392.73,Negotiated,365,14,Declined,16,False,True,True,1
R001559,L001026,C00138,P00104,2024-11-03,211455,224142.3,Manual,730,5,Completed,4,False,True,True,2
R001560,L001027,C00138,P00234,2024-07-16,324240,385845.6,Automatic,365,14,Declined,11,False,False,True,2
R001561,L001027,C00138,P00234,2026-07-16,324240,389088.0,Automatic,365,1,Declined,11,True,False,False,0
R001562,L001027,C00138,P00234,2028-07-15,324240,372876.0,Automatic,730,17,Completed,19,True,True,False,1
R001563,L001028,C00138,P00233,2023-08-20,108932,114378.6,Negotiated,730,25,Pending,19,True,True,True,0
R001564,L001028,C00138,P00233,2025-08-19,108932,122003.84,Automatic,730,14,Completed,17,True,False,True,2
R001565,L001029,C00138,P00069,2021-08-01,63840,74692.8,Automatic,730,7,Declined,26,False,True,False,0
R001566,L001029,C00138,P00069,2022-08-01,63840,67670.4,Automatic,730,21,Pending,28,True,False,False,2
R001567,L001029,C00138,P00069,2023-08-01,63840,53625.6,Manual,365,7,Completed,16,False,False,False,2
R001568,L001031,C00138,P00051,2022-07-09,170190,182103.3,Automatic,1095,1,Pending,28,True,False,False,1
R001569,L001031,C00138,P00051,2023-07-09,170190,173593.8,Negotiated,730,2,Completed,28,False,True,False,3
R001570,L001032,C00138,P00055,2022-09-15,68724,63226.08,Manual,365,23,Declined,4,True,True,False,3
R001571,L001032,C00138,P00055,2023-09-15,68724,79719.84,Automatic,730,15,Completed,8,True,True,True,2
R001572,L001032,C00138,P00055,2024-09-14,68724,60477.12,Negotiated,365,24,Declined,29,False,False,True,0
R001573,L001033,C00138,P00050,2025-07-02,20001,22201.11,Automatic,365,23,Declined,26,True,False,False,3
R001574,L001035,C00138,P00059,2020-05-05,256959,241541.46,Automatic,1095,19,Pending,25,False,True,False,3
R001575,L001036,C00138,P00057,2024-08-16,19520,22252.8,Automatic,1095,2,Pending,3,False,False,False,0
R001576,L001036,C00138,P00057,2024-11-14,19520,21472.0,Manual,730,2,Pending,6,False,False,True,2
R001577,L001036,C00138,P00057,2025-02-12,19520,16396.8,Manual,365,21,Declined,11,True,True,True,0
